Peak,Name,strain,species,FC,log2FC,pvalue_unadjusted,pvalue_BH_corrected,asterisks_BH_corrected
p_P2607,Oleamide,USA300,SA,1.0072943567145762,0.010485336688439399,0.898326787269238,0.9343656609579928,
p_P2664,(6Z)-Octadecenoicacid,ATCC_29213,SA,0.9029961217890411,-0.14720830329167495,0.371093369522698,0.48731870923380327,
p_P2664,(6Z)-Octadecenoicacid,CDC_ID_234,PA,0.9084645509730546,-0.13849787446558207,0.0966975676176362,0.15056051024101375,
p_P2664,(6Z)-Octadecenoicacid,CDC_ID_249,PA,1.04629203999043,0.06528559139422892,1,1,
p_P2664,(6Z)-Octadecenoicacid,CDC_ID_258,PA,0.9854966664915853,-0.021077103622855385,0.798297847328526,0.8620518595912934,
p_P2664,(6Z)-Octadecenoicacid,CDC_ID_474,SA,0.9075173643338091,-0.14000284715240918,0.371093369522698,0.48731870923380327,
p_P2664,(6Z)-Octadecenoicacid,CDC_ID_484,SA,0.9632795545096222,-0.053973549802829944,0.159864197547973,0.23815299012681693,
p_P2664,(6Z)-Octadecenoicacid,Isogenic,PA,0.9757878818685767,-0.035360528078296614,0.522903234512671,0.6397075933908261,
p_P2664,(6Z)-Octadecenoicacid,SCFM_evolved,PA,1.010015874871666,0.014377968639091134,0.609280159304103,0.714747086008051,
p_P2664,(6Z)-Octadecenoicacid,USA300,SA,0.9580214525533967,-0.061870132928121845,0.701478108866614,0.7879082415171109,
p_P2679,2-Heptyl-4-hydroxyquinoline-N-oxide,ATCC_29213,SA,1.657728723544539,0.7292079385479211,0.44328852211644,0.5627732989672325,
p_P2679,2-Heptyl-4-hydroxyquinoline-N-oxide,CDC_ID_234,PA,133.24288354576504,7.057914670996297,0.00216502933303838,0.004583050857802594,*
p_P2679,2-Heptyl-4-hydroxyquinoline-N-oxide,CDC_ID_249,PA,4.523902666783205,2.177567889615137,0.0966975676176362,0.15056051024101375,
p_P2679,2-Heptyl-4-hydroxyquinoline-N-oxide,CDC_ID_258,PA,134.72072772314792,7.073828026342006,0.00216502933303838,0.004583050857802594,*
p_P2679,2-Heptyl-4-hydroxyquinoline-N-oxide,CDC_ID_474,SA,1.7066049429050951,0.7711291316671816,0.898326787269238,0.9343656609579928,
p_P2679,2-Heptyl-4-hydroxyquinoline-N-oxide,CDC_ID_484,SA,0.9975278076915898,-0.0035710355477946514,0.44328852211644,0.5627732989672325,
p_P2679,2-Heptyl-4-hydroxyquinoline-N-oxide,Isogenic,PA,131.71230247823135,7.04124629539502,0.00216502933303838,0.004583050857802594,*
p_P2679,2-Heptyl-4-hydroxyquinoline-N-oxide,SCFM_evolved,PA,88.69327813530218,6.470752864934158,0.00216502933303838,0.004583050857802594,*
p_P2679,2-Heptyl-4-hydroxyquinoline-N-oxide,USA300,SA,1.5713474644303205,0.6520022320535234,0.898326787269238,0.9343656609579928,
p_P2686,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",ATCC_29213,SA,0.980869639104891,-0.027866684756796687,1,1,
p_P2686,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",CDC_ID_234,PA,0.9198392288150842,-0.12054636856531549,0.898326787269238,0.9343656609579928,
p_P2686,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",CDC_ID_249,PA,0.9643085216273096,-0.052433297590953,1,1,
p_P2686,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",CDC_ID_258,PA,0.8776412058324158,-0.1882968320741147,0.522903234512671,0.6397075933908261,
p_P2686,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",CDC_ID_474,SA,0.9668112390082514,-0.04869385061379715,1,1,
p_P2686,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",CDC_ID_484,SA,1.0169682705532508,0.02427466776023808,0.798297847328526,0.8620518595912934,
p_P2686,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",Isogenic,PA,0.9453251166074657,-0.08111750793340947,0.609280159304103,0.714747086008051,
p_P2686,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",SCFM_evolved,PA,0.8830003819369394,-0.1795140329837125,0.250153007959382,0.35083493821003153,
p_P2686,"(1R,3R,4S,5R)-3,4-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,5-dihydroxycyclohexane-1-carboxylic acid",USA300,SA,0.9835173375752562,-0.023977610138130274,0.798297847328526,0.8620518595912934,
p_P2697,Benazol P,ATCC_29213,SA,0.9861176069533831,-0.020168378456267885,0.371093369522698,0.48731870923380327,
p_P2697,Benazol P,CDC_ID_234,PA,1.0893822758795901,0.12351030000475165,0.798297847328526,0.8620518595912934,
p_P2697,Benazol P,CDC_ID_249,PA,1.0441672608269306,0.06235282975988772,0.898326787269238,0.9343656609579928,
p_P2697,Benazol P,CDC_ID_258,PA,1.0189551316830074,0.027090525769109454,0.798297847328526,0.8620518595912934,
p_P2697,Benazol P,CDC_ID_474,SA,1.0434089018754467,0.06130464692833941,1,1,
p_P2697,Benazol P,CDC_ID_484,SA,1.0570665728322355,0.08006623884971724,0.609280159304103,0.714747086008051,
p_P2697,Benazol P,Isogenic,PA,1.0802433971413827,0.11135641265363992,1,1,
p_P2697,Benazol P,SCFM_evolved,PA,1.0093246907552134,0.01339035124253793,0.701478108866614,0.7879082415171109,
p_P2697,Benazol P,USA300,SA,1.0209972531892748,0.029978984907641865,0.701478108866614,0.7879082415171109,
p_P2707,Dibutyl sebacate,ATCC_29213,SA,1.0067121831699342,0.009651278911017093,0.898326787269238,0.9343656609579928,
p_P2707,Dibutyl sebacate,CDC_ID_234,PA,0.9662768826745682,-0.049491448243890415,0.250153007959382,0.35083493821003153,
p_P2707,Dibutyl sebacate,CDC_ID_249,PA,0.9296402381747482,-0.10525557976066019,0.125201029610315,0.19135646818753393,
p_P2707,Dibutyl sebacate,CDC_ID_258,PA,0.9485482292827894,-0.07620696502692997,0.250153007959382,0.35083493821003153,
p_P2707,Dibutyl sebacate,CDC_ID_474,SA,1.032123464453876,0.045615558843820764,0.701478108866614,0.7879082415171109,
p_P2707,Dibutyl sebacate,CDC_ID_484,SA,0.9981425023765317,-0.0026822945596690776,0.609280159304103,0.714747086008051,
p_P2707,Dibutyl sebacate,Isogenic,PA,0.8896584806441609,-0.16867646986294071,0.0106033453821227,0.01985755735578446,*
p_P2707,Dibutyl sebacate,SCFM_evolved,PA,0.9023964043833869,-0.14816677558659477,0.0298420644179543,0.05108035980929065,
p_P2707,Dibutyl sebacate,USA300,SA,0.937862497059999,-0.09255167465322499,0.371093369522698,0.48731870923380327,
p_P2711,Hexadecanamide,ATCC_29213,SA,1.0375689049912575,0.05320714907472634,0.522903234512671,0.6397075933908261,
p_P2711,Hexadecanamide,CDC_ID_234,PA,1.0074989766955516,0.010778373426192714,0.798297847328526,0.8620518595912934,
p_P2711,Hexadecanamide,CDC_ID_249,PA,1.030827322383585,0.043802681876437065,0.701478108866614,0.7879082415171109,
p_P2711,Hexadecanamide,CDC_ID_258,PA,1.0280685590537564,0.03993647708896819,1,1,
p_P2711,Hexadecanamide,CDC_ID_474,SA,1.0319393924221065,0.04535824128469759,0.159864197547973,0.23815299012681693,
p_P2711,Hexadecanamide,CDC_ID_484,SA,1.0506529507747877,0.07128620033738796,0.125201029610315,0.19135646818753393,
p_P2711,Hexadecanamide,Isogenic,PA,0.9878754731152023,-0.017598900893061063,0.701478108866614,0.7879082415171109,
p_P2711,Hexadecanamide,SCFM_evolved,PA,1.003027555839426,0.004361241171229148,0.898326787269238,0.9343656609579928,
p_P2711,Hexadecanamide,USA300,SA,1.057743833567836,0.08099027509909931,0.0736382701203026,0.11763807312604588,
p_P2727,Stearamide,ATCC_29213,SA,1.0854708197975131,0.11832094318081687,0.371093369522698,0.48731870923380327,
p_P2727,Stearamide,CDC_ID_234,PA,0.8831664264476933,-0.17924276574915687,0.798297847328526,0.8620518595912934,
p_P2727,Stearamide,CDC_ID_249,PA,0.8487328217086697,-0.23661762527846408,0.125201029610315,0.19135646818753393,
p_P2727,Stearamide,CDC_ID_258,PA,1.0495390848367334,0.0697558935954612,0.609280159304103,0.714747086008051,
p_P2727,Stearamide,CDC_ID_474,SA,1.0412579656914254,0.05832753234430096,0.44328852211644,0.5627732989672325,
p_P2727,Stearamide,CDC_ID_484,SA,1.0137923906733937,0.01976224049499013,0.522903234512671,0.6397075933908261,
p_P2727,Stearamide,Isogenic,PA,0.967599668844163,-0.04751781932413946,0.701478108866614,0.7879082415171109,
p_P2727,Stearamide,SCFM_evolved,PA,0.9947585044841171,-0.0075817668898236785,1,1,
p_P2727,Stearamide,USA300,SA,0.9960251534552557,-0.005745918550894198,1,1,
p_P2732,1-Stearoylglycerol,ATCC_29213,SA,1.027062598997576,0.038524115941498766,0.522903234512671,0.6397075933908261,
p_P2732,1-Stearoylglycerol,CDC_ID_234,PA,0.9945268062064971,-0.007917837292414956,0.798297847328526,0.8620518595912934,
p_P2732,1-Stearoylglycerol,CDC_ID_249,PA,1.006370670126695,0.009161781742234589,0.798297847328526,0.8620518595912934,
p_P2732,1-Stearoylglycerol,CDC_ID_258,PA,1.0319446053919683,0.04536552921926743,0.44328852211644,0.5627732989672325,
p_P2732,1-Stearoylglycerol,CDC_ID_474,SA,1.005530651270832,0.007957059527343041,0.701478108866614,0.7879082415171109,
p_P2732,1-Stearoylglycerol,CDC_ID_484,SA,1.0070327421687957,0.010110591186426928,1,1,
p_P2732,1-Stearoylglycerol,Isogenic,PA,0.9956731002899413,-0.006255940950183818,0.609280159304103,0.714747086008051,
p_P2732,1-Stearoylglycerol,SCFM_evolved,PA,0.968954336842796,-0.04549941641183163,0.0552849927170241,0.09046635171876671,
p_P2732,1-Stearoylglycerol,USA300,SA,1.0393293433370965,0.05565288880379736,0.44328852211644,0.5627732989672325,
p_P2733,Bis(2-ethylhexyl) phthalate,ATCC_29213,SA,0.9885249432123858,-0.01665072529625499,0.701478108866614,0.7879082415171109,
p_P2733,Bis(2-ethylhexyl) phthalate,CDC_ID_234,PA,0.9748223330012297,-0.036788791568162935,0.701478108866614,0.7879082415171109,
p_P2733,Bis(2-ethylhexyl) phthalate,CDC_ID_249,PA,0.889242830071903,-0.16935065794368423,0.250153007959382,0.35083493821003153,
p_P2733,Bis(2-ethylhexyl) phthalate,CDC_ID_258,PA,0.9897552496734667,-0.0148562805402588,0.701478108866614,0.7879082415171109,
p_P2733,Bis(2-ethylhexyl) phthalate,CDC_ID_474,SA,0.8880791558099835,-0.1712398230360072,0.250153007959382,0.35083493821003153,
p_P2733,Bis(2-ethylhexyl) phthalate,CDC_ID_484,SA,0.9932375026886447,-0.009789359025581791,0.522903234512671,0.6397075933908261,
p_P2733,Bis(2-ethylhexyl) phthalate,Isogenic,PA,0.9618743629652051,-0.05607962892123186,0.609280159304103,0.714747086008051,
p_P2733,Bis(2-ethylhexyl) phthalate,SCFM_evolved,PA,0.9224992941561713,-0.11638028758184185,0.898326787269238,0.9343656609579928,
p_P2733,Bis(2-ethylhexyl) phthalate,USA300,SA,0.9280548782650143,-0.10771797675444689,0.306685065904181,0.4162785764866549,
p_P274,4-Morpholinepropanesulfonic acid,ATCC_29213,SA,1.0628623082539785,0.08795471063592247,0.0736382701203026,0.11763807312604588,
p_P274,4-Morpholinepropanesulfonic acid,CDC_ID_234,PA,1.0752953470669961,0.10473297351383477,0.0409135529844968,0.06845571387459323,
p_P274,4-Morpholinepropanesulfonic acid,CDC_ID_249,PA,1.1620486107403682,0.21667042072798062,0.0106033453821227,0.01985755735578446,*
p_P274,4-Morpholinepropanesulfonic acid,CDC_ID_258,PA,1.1991025683815277,0.26195506873252966,0.00493790547090731,0.009731186095386373,*
p_P274,4-Morpholinepropanesulfonic acid,CDC_ID_474,SA,1.1182204017029964,0.1612045719964943,0.159864197547973,0.23815299012681693,
p_P274,4-Morpholinepropanesulfonic acid,CDC_ID_484,SA,1.0244799193948535,0.034891706678705524,0.201336485287401,0.29178302944727963,
p_P274,4-Morpholinepropanesulfonic acid,Isogenic,PA,1.077018104148487,0.10704250108520182,0.0298420644179543,0.05108035980929065,
p_P274,4-Morpholinepropanesulfonic acid,SCFM_evolved,PA,1.176693156782742,0.2347381615817404,0.00493790547090731,0.009731186095386373,*
p_P274,4-Morpholinepropanesulfonic acid,USA300,SA,1.0530148727256932,0.07452581305505807,0.306685065904181,0.4162785764866549,
p_P2746,Erucamide,ATCC_29213,SA,1.0256104487640676,0.036482865102945815,0.609280159304103,0.714747086008051,
p_P2746,Erucamide,CDC_ID_234,PA,0.9708442480048992,-0.04268823143077823,0.522903234512671,0.6397075933908261,
p_P2746,Erucamide,CDC_ID_249,PA,0.8978908329423959,-0.1553880445161336,0.0736382701203026,0.11763807312604588,
p_P2746,Erucamide,CDC_ID_258,PA,1.4852610942840285,0.5707165649105959,0.701478108866614,0.7879082415171109,
p_P2746,Erucamide,CDC_ID_474,SA,0.8930331743375396,-0.16321432540504818,0.159864197547973,0.23815299012681693,
p_P2746,Erucamide,CDC_ID_484,SA,0.9379631904843608,-0.0923967882956268,0.201336485287401,0.29178302944727963,
p_P2746,Erucamide,Isogenic,PA,1.4822295845678293,0.567768925959906,0.522903234512671,0.6397075933908261,
p_P2746,Erucamide,SCFM_evolved,PA,1.1880983874920468,0.24865431195473897,0.898326787269238,0.9343656609579928,
p_P2746,Erucamide,USA300,SA,0.8788215832739965,-0.18635779305972722,0.0736382701203026,0.11763807312604588,
p_P2750,"Bis(3,5,5-trimethylhexyl) phthalate",ATCC_29213,SA,0.9324037398457612,-0.10097330379884051,1,1,
p_P2750,"Bis(3,5,5-trimethylhexyl) phthalate",CDC_ID_234,PA,0.9276808363312203,-0.10829955574334318,1,1,
p_P2750,"Bis(3,5,5-trimethylhexyl) phthalate",CDC_ID_249,PA,0.9009221657540614,-0.1505256236222706,0.371093369522698,0.48731870923380327,
p_P2750,"Bis(3,5,5-trimethylhexyl) phthalate",CDC_ID_258,PA,1.111691848930387,0.15275694127236572,0.44328852211644,0.5627732989672325,
p_P2750,"Bis(3,5,5-trimethylhexyl) phthalate",CDC_ID_474,SA,0.9626919009494835,-0.05485394177424733,0.798297847328526,0.8620518595912934,
p_P2750,"Bis(3,5,5-trimethylhexyl) phthalate",CDC_ID_484,SA,0.9664493019491456,-0.04923404144201101,0.609280159304103,0.714747086008051,
p_P2750,"Bis(3,5,5-trimethylhexyl) phthalate",Isogenic,PA,0.9501892783746834,-0.07371316694616434,1,1,
p_P2750,"Bis(3,5,5-trimethylhexyl) phthalate",SCFM_evolved,PA,0.873113407229306,-0.19575903963377642,0.798297847328526,0.8620518595912934,
p_P2750,"Bis(3,5,5-trimethylhexyl) phthalate",USA300,SA,0.8560243753445266,-0.22427621684974378,0.44328852211644,0.5627732989672325,
p_P2756,Docosanamide,ATCC_29213,SA,0.9190661459927146,-0.12175939761511388,0.371093369522698,0.48731870923380327,
p_P2756,Docosanamide,CDC_ID_234,PA,0.9023127680858437,-0.14830049427504707,0.371093369522698,0.48731870923380327,
p_P2756,Docosanamide,CDC_ID_249,PA,0.8684992917985286,-0.20340342236984893,0.0736382701203026,0.11763807312604588,
p_P2756,Docosanamide,CDC_ID_258,PA,0.9121141297597957,-0.1327137396456803,0.371093369522698,0.48731870923380327,
p_P2756,Docosanamide,CDC_ID_474,SA,0.8529299747800004,-0.22950079318503394,0.0736382701203026,0.11763807312604588,
p_P2756,Docosanamide,CDC_ID_484,SA,0.9606528497039388,-0.057912915181041226,0.522903234512671,0.6397075933908261,
p_P2756,Docosanamide,Isogenic,PA,0.8928159577634727,-0.16356528145180224,0.44328852211644,0.5627732989672325,
p_P2756,Docosanamide,SCFM_evolved,PA,0.8874242985976496,-0.17230403870195737,0.125201029610315,0.19135646818753393,
p_P2756,Docosanamide,USA300,SA,0.8300958965141713,-0.26865008200160334,0.0151936099774602,0.027827052363125424,*
p_P306,Pipecolic acid,ATCC_29213,SA,0.8584723496120261,-0.22015642742759892,1,1,
p_P306,Pipecolic acid,CDC_ID_234,PA,0.005088336836215771,-7.618590107779347,0.00216502933303838,0.004583050857802594,*
p_P306,Pipecolic acid,CDC_ID_249,PA,0.008682249743431375,-6.847715362597917,0.00216502933303838,0.004583050857802594,*
p_P306,Pipecolic acid,CDC_ID_258,PA,0.005327527221188605,-7.552318225133981,0.00216502933303838,0.004583050857802594,*
p_P306,Pipecolic acid,CDC_ID_474,SA,1.1445208202030375,0.1947437074811614,0.44328852211644,0.5627732989672325,
p_P306,Pipecolic acid,CDC_ID_484,SA,1.320030524715669,0.40057129121005075,0.371093369522698,0.48731870923380327,
p_P306,Pipecolic acid,Isogenic,PA,0.008104901717456403,-6.946989593379228,0.00216502933303838,0.004583050857802594,*
p_P306,Pipecolic acid,SCFM_evolved,PA,0.007301709319454535,-7.09755004833639,0.00216502933303838,0.004583050857802594,*
p_P306,Pipecolic acid,USA300,SA,0.9566969973276597,-0.06386602458616393,1,1,
p_P330,gamma-L-Glutamyl-L-glutamic acid,ATCC_29213,SA,1.0005086016217195,7.335705056774467e-4,0.609280159304103,0.714747086008051,
p_P330,gamma-L-Glutamyl-L-glutamic acid,CDC_ID_234,PA,42.28501798725778,5.402074687212539,0.00216502933303838,0.004583050857802594,*
p_P330,gamma-L-Glutamyl-L-glutamic acid,CDC_ID_249,PA,11.109924450714633,3.473777101087821,0.00216502933303838,0.004583050857802594,*
p_P330,gamma-L-Glutamyl-L-glutamic acid,CDC_ID_258,PA,12.116826303925954,3.5989399657139787,0.00216502933303838,0.004583050857802594,*
p_P330,gamma-L-Glutamyl-L-glutamic acid,CDC_ID_474,SA,0.9258180318838009,-0.11119943303958758,0.798297847328526,0.8620518595912934,
p_P330,gamma-L-Glutamyl-L-glutamic acid,CDC_ID_484,SA,1.0159066457825179,0.02276783532411762,0.798297847328526,0.8620518595912934,
p_P330,gamma-L-Glutamyl-L-glutamic acid,Isogenic,PA,23.213327978361793,4.536881464346844,0.00216502933303838,0.004583050857802594,*
p_P330,gamma-L-Glutamyl-L-glutamic acid,SCFM_evolved,PA,10.663460459641168,3.414603786063428,0.00216502933303838,0.004583050857802594,*
p_P330,gamma-L-Glutamyl-L-glutamic acid,USA300,SA,0.9633647997011002,-0.05384588450246828,0.798297847328526,0.8620518595912934,
p_P341,N5-Ethyl-L-glutamine,ATCC_29213,SA,1.5676714824614328,0.6486232633560198,0.0409135529844968,0.06845571387459323,
p_P341,N5-Ethyl-L-glutamine,CDC_ID_234,PA,81.038813845472,6.340541152642172,0.00216502933303838,0.004583050857802594,*
p_P341,N5-Ethyl-L-glutamine,CDC_ID_249,PA,201.03699562457652,7.651317206068566,0.00216502933303838,0.004583050857802594,*
p_P341,N5-Ethyl-L-glutamine,CDC_ID_258,PA,70.56520394239372,6.140885053530019,0.00216502933303838,0.004583050857802594,*
p_P341,N5-Ethyl-L-glutamine,CDC_ID_474,SA,1.212400292968687,0.27786610585284466,0.0298420644179543,0.05108035980929065,
p_P341,N5-Ethyl-L-glutamine,CDC_ID_484,SA,1.055222656572402,0.07754744598501905,0.159864197547973,0.23815299012681693,
p_P341,N5-Ethyl-L-glutamine,Isogenic,PA,46.03039129134895,5.524514801444149,0.00216502933303838,0.004583050857802594,*
p_P341,N5-Ethyl-L-glutamine,SCFM_evolved,PA,50.16629137505374,5.648646383346704,0.00216502933303838,0.004583050857802594,*
p_P341,N5-Ethyl-L-glutamine,USA300,SA,1.1330249670555654,0.18017965237677347,0.159864197547973,0.23815299012681693,
p_P362,"N,N-Diethylethanolamine",ATCC_29213,SA,0.6446987299241718,-0.6333029535501976,0.250153007959382,0.35083493821003153,
p_P362,"N,N-Diethylethanolamine",CDC_ID_234,PA,2.3157050172612688,1.211451489407252,0.306685065904181,0.4162785764866549,
p_P362,"N,N-Diethylethanolamine",CDC_ID_249,PA,1.2555964534909514,0.32837285905795816,1,1,
p_P362,"N,N-Diethylethanolamine",CDC_ID_258,PA,3.9364846164007847,1.9769078402504123,0.201336485287401,0.29178302944727963,
p_P362,"N,N-Diethylethanolamine",CDC_ID_474,SA,0.819510806412892,-0.2871651214558581,0.159864197547973,0.23815299012681693,
p_P362,"N,N-Diethylethanolamine",CDC_ID_484,SA,0.6442805168945931,-0.6342391267065445,0.306685065904181,0.4162785764866549,
p_P362,"N,N-Diethylethanolamine",Isogenic,PA,2.56521886994277,1.3590819249005097,0.159864197547973,0.23815299012681693,
p_P362,"N,N-Diethylethanolamine",SCFM_evolved,PA,4.512066648281041,2.1737883781166696,0.125201029610315,0.19135646818753393,
p_P362,"N,N-Diethylethanolamine",USA300,SA,0.829188948898565,-0.2702272059792045,0.371093369522698,0.48731870923380327,
p_P384,D-Serine,ATCC_29213,SA,1.2824428663135288,0.35889455423607985,0.159864197547973,0.23815299012681693,
p_P384,D-Serine,CDC_ID_234,PA,1.3793295537619847,0.4639671912798267,0.125201029610315,0.19135646818753393,
p_P384,D-Serine,CDC_ID_249,PA,0.6235664169030303,-0.6813848632469668,0.125201029610315,0.19135646818753393,
p_P384,D-Serine,CDC_ID_258,PA,1.7853884395116535,0.836237989543343,0.0966975676176362,0.15056051024101375,
p_P384,D-Serine,CDC_ID_474,SA,2.6337360373259484,1.3971107606575761,0.00216502933303838,0.004583050857802594,*
p_P384,D-Serine,CDC_ID_484,SA,1.7117803546505694,0.7754975956726722,0.0106033453821227,0.01985755735578446,*
p_P384,D-Serine,Isogenic,PA,7.943554902387716,2.9897847872534986,0.00216502933303838,0.004583050857802594,*
p_P384,D-Serine,SCFM_evolved,PA,10.315385963625657,3.366725897439084,0.00216502933303838,0.004583050857802594,*
p_P384,D-Serine,USA300,SA,1.689292375685197,0.7564190453959809,0.0736382701203026,0.11763807312604588,
p_P387,N-Acetyl-DL-serine,ATCC_29213,SA,0.23954435258429307,-2.0616352935008626,0.00216502933303838,0.004583050857802594,*
p_P387,N-Acetyl-DL-serine,CDC_ID_234,PA,0.06586499812634046,-3.924344195629414,0.00216502933303838,0.004583050857802594,*
p_P387,N-Acetyl-DL-serine,CDC_ID_249,PA,0.05672913192919823,-4.139766401757832,0.00216502933303838,0.004583050857802594,*
p_P387,N-Acetyl-DL-serine,CDC_ID_258,PA,0.11633145895544986,-3.103686804252064,0.00216502933303838,0.004583050857802594,*
p_P387,N-Acetyl-DL-serine,CDC_ID_474,SA,0.4428862566461653,-1.1749918657292848,0.00216502933303838,0.004583050857802594,*
p_P387,N-Acetyl-DL-serine,CDC_ID_484,SA,0.6531432150991529,-0.6145287278334242,0.00329451387658258,0.0067125423325323525,*
p_P387,N-Acetyl-DL-serine,Isogenic,PA,0.4639676239793983,-1.1079039584009232,0.00216502933303838,0.004583050857802594,*
p_P387,N-Acetyl-DL-serine,SCFM_evolved,PA,0.6474530700846916,-0.6271524704430843,0.00329451387658258,0.0067125423325323525,*
p_P387,N-Acetyl-DL-serine,USA300,SA,0.884555223971304,-0.17697587976982868,0.0409135529844968,0.06845571387459323,
p_P389,Cytidine 5'-monophosphate (hydrate),ATCC_29213,SA,0.9495820952583659,-0.07463536223008899,0.250153007959382,0.35083493821003153,
p_P389,Cytidine 5'-monophosphate (hydrate),CDC_ID_234,PA,99.93608164239907,6.642933747963155,0.00216502933303838,0.004583050857802594,*
p_P389,Cytidine 5'-monophosphate (hydrate),CDC_ID_249,PA,79.22176020364522,6.30782485127832,0.00216502933303838,0.004583050857802594,*
p_P389,Cytidine 5'-monophosphate (hydrate),CDC_ID_258,PA,19.950176336670662,4.318329593160346,0.00216502933303838,0.004583050857802594,*
p_P389,Cytidine 5'-monophosphate (hydrate),CDC_ID_474,SA,0.9558284232809632,-0.0651764255277273,0.306685065904181,0.4162785764866549,
p_P389,Cytidine 5'-monophosphate (hydrate),CDC_ID_484,SA,0.9701887090781002,-0.043662705142116835,0.609280159304103,0.714747086008051,
p_P389,Cytidine 5'-monophosphate (hydrate),Isogenic,PA,116.4577360102961,6.863662667305408,0.00216502933303838,0.004583050857802594,*
p_P389,Cytidine 5'-monophosphate (hydrate),SCFM_evolved,PA,85.67770451118666,6.420847922609861,0.00216502933303838,0.004583050857802594,*
p_P389,Cytidine 5'-monophosphate (hydrate),USA300,SA,0.9670620934047814,-0.048319569227500386,0.371093369522698,0.48731870923380327,
p_P410,2-Aminooctanedioic acid,ATCC_29213,SA,1.066408374369369,0.09276001488472382,0.44328852211644,0.5627732989672325,
p_P410,2-Aminooctanedioic acid,CDC_ID_234,PA,0.4080570803527919,-1.2931571196955534,0.00216502933303838,0.004583050857802594,*
p_P410,2-Aminooctanedioic acid,CDC_ID_249,PA,1.2891897241176724,0.3664645941123622,0.201336485287401,0.29178302944727963,
p_P410,2-Aminooctanedioic acid,CDC_ID_258,PA,0.3750930462363222,-1.4146795774314742,0.00216502933303838,0.004583050857802594,*
p_P410,2-Aminooctanedioic acid,CDC_ID_474,SA,12.78867132744105,3.6767944788188434,0.00329451387658258,0.0067125423325323525,*
p_P410,2-Aminooctanedioic acid,CDC_ID_484,SA,9.550407601803482,3.2555623072375774,0.00729035809153564,0.013967831841816759,*
p_P410,2-Aminooctanedioic acid,Isogenic,PA,0.4050165623139413,-1.3039471896564538,0.00216502933303838,0.004583050857802594,*
p_P410,2-Aminooctanedioic acid,SCFM_evolved,PA,0.3936047789635692,-1.3451803575811792,0.00216502933303838,0.004583050857802594,*
p_P410,2-Aminooctanedioic acid,USA300,SA,1.165276771550708,0.22067265833042282,0.0298420644179543,0.05108035980929065,
p_P415,Proline,ATCC_29213,SA,0.7572049934102555,-0.4012441699201509,0.609280159304103,0.714747086008051,
p_P415,Proline,CDC_ID_234,PA,0.07229483436602933,-3.7899636228300477,0.00216502933303838,0.004583050857802594,*
p_P415,Proline,CDC_ID_249,PA,0.2815977764056764,-1.8282921528907359,0.00216502933303838,0.004583050857802594,*
p_P415,Proline,CDC_ID_258,PA,0.005488777043082381,-7.509299547166389,0.00216502933303838,0.004583050857802594,*
p_P415,Proline,CDC_ID_474,SA,0.8272456246065492,-0.2736123389027387,0.306685065904181,0.4162785764866549,
p_P415,Proline,CDC_ID_484,SA,0.8462502008253974,-0.24084382383072292,0.306685065904181,0.4162785764866549,
p_P415,Proline,Isogenic,PA,0.043526626747651675,-4.5219579721530705,0.00216502933303838,0.004583050857802594,*
p_P415,Proline,SCFM_evolved,PA,0.024436196728709864,-5.35483642947917,0.00216502933303838,0.004583050857802594,*
p_P415,Proline,USA300,SA,0.8564278347655472,-0.2235964093628663,0.522903234512671,0.6397075933908261,
p_P417,D-(+)-Pipecolinic acid,ATCC_29213,SA,0.5615344030821048,-0.8325536811029903,0.00216502933303838,0.004583050857802594,*
p_P417,D-(+)-Pipecolinic acid,CDC_ID_234,PA,1.0100002006884146,0.014355579642566762,0.898326787269238,0.9343656609579928,
p_P417,D-(+)-Pipecolinic acid,CDC_ID_249,PA,2.9877413884882085,1.5790552774135245,0.00216502933303838,0.004583050857802594,*
