strain,species,replicate,Peak,Name,Formula,KEGG_ID,Molecular Weight,RT [min],mzVault Best Match,mzCloud Best Match,MS2,Area,normalizedArea
SCFM_control,SCFM_control,R2,n_P518,2-Hydroxynicotinic acid,C6 H5 N O3,NA,139.02722,3,93.7,NA,DDA for preferred ion,10587.07781,-1.345324214028306
SCFM_control,SCFM_control,R2,n_P524,4-Pyridoxic acid,C8 H9 N O4,C00847,183.05343,3.115,96.2,78.5,DDA for preferred ion,8676.940177,-3.613792114235867
SCFM_control,SCFM_control,R2,n_P528,4-Methoxysalicylic acid,C8 H8 O4,NA,168.04257,3.196,91.6,70.6,DDA for preferred ion,8420.785251,-4.307627153994595
SCFM_control,SCFM_control,R2,n_P533,Ethylmalonic acid,C5 H8 O4,NA,132.04244,3.199,95.5,89.9,DDA for preferred ion,90980.63815,-2.2947023587361564
SCFM_control,SCFM_control,R2,n_P538,3-Hydroxy-3-methylbutanoic acid,C5 H10 O3,NA,118.0632,3.364,89.6,78.6,DDA for preferred ion,153921.1371,-2.8374312629712932
SCFM_control,SCFM_control,R2,n_P549,2-Keto-4-methylthiobutyric acid,C5 H8 O3 S,C01180,148.0197,3.455,73.1,60.9,DDA for preferred ion,24124.51092,-5.51877130087821
SCFM_control,SCFM_control,R2,n_P577,N-Acetylvaline,C7 H13 N O3,NA,159.08979,3.957,79.7,69.1,DDA for preferred ion,6661.627893,-5.38309445089657
SCFM_control,SCFM_control,R2,n_P603,DL-Lactic Acid,C3 H6 O3,C01432,90.0319,4.225,61.4,83.2,DDA for preferred ion,35014159.37,2.464006826047111
SCFM_control,SCFM_control,R2,n_P612,2-Hydroxyvaleric acid,C5 H10 O3,NA,118.06323,4.375,92.8,84.1,DDA for preferred ion,8783088.568,-0.17071490287617408
SCFM_control,SCFM_control,R2,n_P614,2-Hydroxy-4-methylthiobutanoic acid,C5 H10 O3 S,NA,150.0353,4.408,77.1,73.9,DDA for preferred ion,7876.197234,-9.157880490201372
SCFM_control,SCFM_control,R2,n_P616,[FAoxo_amino(6:0)]3-oxo-5S-amino-hexanoicacid,C6 H11 N O3,NA,145.07416,4.513,NA,76.4,DDA for preferred ion,122397.0134,-0.6520437236129553
SCFM_control,SCFM_control,R2,n_P617,2-Hydroxy-2-methylbutyric acid,C5 H10 O3,NA,118.06319,4.517,89.7,81.4,DDA for preferred ion,1195938.324,-1.132856394858596
SCFM_control,SCFM_control,R2,n_P626,D-(+)-Tryptophan,C11 H12 N2 O2,C00525,204.09033,4.881,98,91.7,DDA for preferred ion,10245907.52,4.661492786654126
SCFM_control,SCFM_control,R2,n_P630,2-(acetylamino)-4-(methylthio)butanoic acid,C7 H13 N O3 S,NA,191.06189,4.927,91.6,90.5,DDA for preferred ion,45626.85817,-8.160384091527945
SCFM_control,SCFM_control,R2,n_P640,N1-(4-butyl-2-methylphenyl)-2-(benzylamino)-2-thioxoacetamide,C20 H24 N2 O S,NA,340.16144,5.008,66.2,NA,DDA for preferred ion,4160.538846,-3.6692035613848173
SCFM_control,SCFM_control,R2,n_P643,DL-4-Hydroxyphenyllactic acid,C9 H10 O4,NA,182.05825,5.11,91.9,81.3,DDA for preferred ion,5916.402277,-8.194184777208095
SCFM_control,SCFM_control,R2,n_P654,2-Aminophenol,C6 H7 N O,C01987,109.05299,5.544,NA,81.8,DDA for preferred ion,6019.019167,-3.3483589238520413
SCFM_control,SCFM_control,R2,n_P655,Paracetamol,C8 H9 N O2,C06804,151.06356,5.545,92.1,88.4,DDA for preferred ion,6054.933985,-4.670109032343511
SCFM_control,SCFM_control,R2,n_P656,3-Hydroxybenzoic acid,C7 H6 O3,C00587,138.03188,5.551,100,92.7,DDA for preferred ion,56074.48881,-3.759296266694937
SCFM_control,SCFM_control,R2,n_P661,2-Isopropylmalic acid,C7 H12 O5,C02504,176.06873,5.73,92.9,85.6,DDA for preferred ion,16084.65004,-5.667535756199879
SCFM_control,SCFM_control,R2,n_P672,Phenylpyruvic acid,C9 H8 O3,C00166,164.04769,6.197,92.1,69.2,DDA for preferred ion,23027.26144,-3.7737194402706002
SCFM_control,SCFM_control,R2,n_P679,2-Hydroxycaproic acid,C6 H12 O3,NA,132.07884,6.683,90.8,85.6,DDA for preferred ion,1157446.31,-2.922964985311822
SCFM_control,SCFM_control,R2,n_P682,3-Dehydrocarnitine,C7 H13 N O3,C02636,159.08986,6.702,NA,68.7,DDA for preferred ion,60829.57169,-0.9687096947475897
SCFM_control,SCFM_control,R2,n_P683,Xylenesulfonate,C8 H10 O3 S,NA,186.03541,6.712,93.5,96.4,DDA for preferred ion,77604.92304,-0.4633303010811112
SCFM_control,SCFM_control,R2,n_P688,2-(Acetylamino)hexanoic acid,C8 H15 N O3,NA,173.10545,6.874,99.9,91.8,DDA for preferred ion,30577.24056,-7.157721185859717
SCFM_control,SCFM_control,R2,n_P701,2-Oxindole,C8 H7 N O,C12312,133.05298,7.287,NA,77.3,DDA for preferred ion,5983.781515,-3.554336901193631
SCFM_control,SCFM_control,R2,n_P705,L-(-)-3-Phenyllactic acid,C9 H10 O3,C05607,166.06323,7.441,95.6,90.9,DDA for preferred ion,1221186.287,-2.7963840759004697
SCFM_control,SCFM_control,R2,n_P716,N-Acetyl-L-phenylalanine,C11 H13 N O3,C03519,207.08994,7.696,90.7,88.9,DDA for preferred ion,27464.07678,-5.748784061874083
SCFM_control,SCFM_control,R2,n_P726,Indole-2-carboxylic acid,C9 H7 N O2,NA,161.04793,8.481,57.8,84.8,DDA for preferred ion,5626.763475,-5.508079706862297
SCFM_control,SCFM_control,R2,n_P733,Phenol,C6 H6 O,C00146,94.04198,8.783,NA,88.9,DDA for preferred ion,10254.06866,-3.62436974286679
SCFM_control,SCFM_control,R2,n_P741,4-Hydroxycoumarin,C9 H6 O3,C20414,162.03196,9.473,96.5,82.4,DDA for preferred ion,5196.049006,-3.886216196862474
SCFM_control,SCFM_control,R2,n_P743,Azelaic acid,C9 H16 O4,C08261,188.10518,9.608,89.7,85.6,DDA for preferred ion,3777565.577,0.01042479783165362
SCFM_control,SCFM_control,R2,n_P754,3-tert-Butyladipic acid,C10 H18 O4,NA,202.12076,10.065,89.3,86,DDA for preferred ion,2831576.688,0.09960232897717702
SCFM_control,SCFM_control,R2,n_P768,Monobutyl phthalate,C12 H14 O4,NA,222.08938,10.209,70.2,64.9,DDA for preferred ion,2097108.108,0.1370536507440967
SCFM_control,SCFM_control,R2,n_P777,Butylparaben,C11 H14 O3,D01420,194.09441,10.279,NA,63.4,DDA for preferred ion,2325230.413,0.08542292919877781
SCFM_control,SCFM_control,R2,n_P798,3-Hydroxydecanoic acid,C10 H20 O3,NA,188.14146,10.371,70.4,NA,DDA for preferred ion,147798.6865,-1.2524392552460846
SCFM_control,SCFM_control,R2,n_P842,Dodecyl sulfate,C12 H26 O4 S,NA,266.15553,10.812,88.8,92.9,DDA for preferred ion,80161690.99,1.7035611273073137
SCFM_control,SCFM_control,R2,n_P849,4-(octyloxy)benzoic acid,C15 H22 O3,NA,250.15713,10.889,71.3,81.8,DDA for preferred ion,1755852.516,-0.09109685638844667
SCFM_control,SCFM_control,R2,n_P861,Hexadecanoicacid,C16 H32 O2,C00249,256.24039,11.747,NA,97,DDA for preferred ion,412213.0951,-0.9107241545491078
SCFM_control,SCFM_control,R2,n_P869,Perfluoroctanoic acid (PFOA),C8 H F15 O2,NA,413.97423,12.254,96.8,94.4,DDA for preferred ion,30921134.64,0.9459684467597214
SCFM_control,SCFM_control,R2,n_P875,Octadecanoicacid,C18 H36 O2,C01530,284.27178,12.451,NA,92.1,DDA for preferred ion,1537414.505,-0.9458435915498775
SCFM_control,SCFM_control,R2,n_P882,4-Dodecylbenzenesulfonic acid,C18 H30 O3 S,NA,326.1919,12.95,77,90.1,DDA for preferred ion,147116749.2,3.2361398471525042
SCFM_control,SCFM_control,R2,n_P885,Myristyl sulfate,C14 H30 O4 S,NA,294.18698,13.499,85.1,89.6,DDA for preferred ion,31900002.58,2.890774192519377
SCFM_control,SCFM_control,R2,n_P902,Methanesulfonic acid,C H4 O3 S,C11145,95.98835,14.585,88.5,81.4,DDA for preferred ion,4095057.907,-0.10755312264004502
SCFM_control,SCFM_control,R2,n_P96,L-Asparate,C4 H7 N O4,C00049,133.03769,0.872,94.1,77.3,DDA for preferred ion,25016669.11,4.6641196244592535
SCFM_control,SCFM_control,R3,n_P116,Gluconic acid,C6 H12 O7,C00257,196.05855,0.902,91.9,90,DDA for preferred ion,48986.45577,-2.0848649509669386
SCFM_control,SCFM_control,R3,n_P123,D-(+)-Galactose,C6 H12 O6,C00984,180.06381,0.929,95,83.5,DDA for preferred ion,15058437.7,3.9677501633633945
SCFM_control,SCFM_control,R3,n_P128,D-Alanyl-D-alanine,C6 H12 N2 O3,C00993,160.085,0.959,87.3,74.8,DDA for preferred ion,28996.45927,-4.935436064198209
SCFM_control,SCFM_control,R3,n_P143,Threonine,C4 H9 N O3,C12317,119.05841,0.992,72.3,80.6,DDA for preferred ion,16517431.41,4.222406936750151
SCFM_control,SCFM_control,R3,n_P188,Pyruvic acid,C3 H4 O3,C00022,88.01622,1.082,100,90.6,DDA for preferred ion,6057114.388,-1.6733792261254266
SCFM_control,SCFM_control,R3,n_P202,3-Phosphoglyceric acid,C3 H7 O7 P,C00597,185.99329,1.103,88.9,NA,DDA for preferred ion,99110.93995,-2.007509703260908
SCFM_control,SCFM_control,R3,n_P209,N-Acetylornithine,C7 H14 N2 O3,C00437,174.10062,1.116,85.2,87,DDA for preferred ion,115617.8981,-1.5796636257404089
SCFM_control,SCFM_control,R3,n_P210,Phosphoric acid,H3 O4 P,C00009,97.977,1.121,87.6,NA,DDA for preferred ion,16973570.68,0.09177990532980118
SCFM_control,SCFM_control,R3,n_P219,D-(+)-Malic acid,C4 H6 O5,C00497,134.02176,1.154,96.1,91.5,DDA for preferred ion,3980179.629,0.27430525855723786
SCFM_control,SCFM_control,R3,n_P229,Isocitric acid,C6 H8 O7,C00311,192.02727,1.19,97.9,92.6,DDA for preferred ion,42621.16072,-2.1220473860956055
SCFM_control,SCFM_control,R3,n_P240,Malonic acid,C3 H4 O4,C04025,104.01118,1.206,92.3,NA,DDA for preferred ion,239520.0105,-2.279589033760889
SCFM_control,SCFM_control,R3,n_P246,[FAamino(5:0)]2S-amino-pentanoicacid,C5 H11 N O2,NA,117.0792,1.22,NA,83,DDA for preferred ion,15523999.19,3.747801980441139
SCFM_control,SCFM_control,R3,n_P250,Glycolate,C2 H4 O3,C00160,76.01616,1.231,NA,88.3,DDA for preferred ion,5621332.953,0.8682774718294617
SCFM_control,SCFM_control,R3,n_P257,N-Acetylglycine,C4 H7 N O3,NA,117.04279,1.267,89.8,NA,DDA for preferred ion,67058.07513,-0.6434571370942201
SCFM_control,SCFM_control,R3,n_P259,Orotic acid,C5 H4 N2 O4,C00295,156.01738,1.278,87.9,71,DDA for preferred ion,22479.68102,-6.626573798262955
SCFM_control,SCFM_control,R3,n_P278,3-Hydroxypropenoate,C3 H4 O3,NA,88.01619,1.309,NA,84,DDA for preferred ion,3101073.472,-1.4661591876870972
SCFM_control,SCFM_control,R3,n_P283,2-Oxoglutaric acid,C5 H6 O5,C00026,146.02171,1.318,96.5,90.4,DDA for preferred ion,246185.5446,-4.163605367603829
SCFM_control,SCFM_control,R3,n_P284,Succinic semialdehyde,C4 H6 O3,C00232,102.03189,1.321,92.7,76.3,DDA for preferred ion,1367599.203,-0.3419068387934452
SCFM_control,SCFM_control,R3,n_P290,D-(-)-Fructose,C6 H12 O6,C10906,180.06398,1.342,58.5,62.2,DDA for preferred ion,7701154.731,5.090144496761273
SCFM_control,SCFM_control,R3,n_P297,L-(+)-Lactic acid,C3 H6 O3,C00256,90.03184,1.365,92.8,90.9,DDA for preferred ion,2733995313,4.687613103960025
SCFM_control,SCFM_control,R3,n_P301,Uridine monophosphate (UMP),C9 H13 N2 O9 P,C00105,324.03622,1.373,92,87.8,DDA for preferred ion,88733.37164,-4.1179378049146
SCFM_control,SCFM_control,R3,n_P309,N-Acetyl-L-glutamine,C7 H12 N2 O4,NA,188.08008,1.427,75.6,71.7,DDA for preferred ion,31582.52182,-5.356983784133524
SCFM_control,SCFM_control,R3,n_P318,N-Acetyl-L-aspartic acid,C6 H9 N O5,C01042,175.04844,1.471,92,NA,DDA for preferred ion,20521.01446,-4.123651155178507
SCFM_control,SCFM_control,R3,n_P323,Pseudouridine,C9 H12 N2 O6,C02067,244.06983,1.526,84,NA,DDA for preferred ion,20737.50097,-4.45340732387953
SCFM_control,SCFM_control,R3,n_P329,2'-Deoxycytidine 5'-monophosphate (dCMP),C9 H14 N3 O7 P,C00239,307.05727,1.541,92.9,88.8,DDA for preferred ion,39267.61623,-4.584195483899569
SCFM_control,SCFM_control,R3,n_P340,2-Hydroxy glutaric acid,C5 H8 O5,C02630,148.03739,1.578,90.3,64.3,DDA for preferred ion,72606.49593,-2.375828764687771
SCFM_control,SCFM_control,R3,n_P361,2-Furoic acid,C5 H4 O3,C01546,112.01625,1.84,62.7,NA,DDA for preferred ion,21125.08896,-1.6215900883508336
SCFM_control,SCFM_control,R3,n_P362,Citric acid,C6 H8 O7,C00158,192.02731,1.846,95.7,88.7,DDA for preferred ion,19896.20957,-3.8469276468545406
SCFM_control,SCFM_control,R3,n_P366,4-Oxoproline,C5 H7 N O3,C01877,129.04281,1.9,67.1,87.1,DDA for preferred ion,23061714.81,4.549298010349133
SCFM_control,SCFM_control,R3,n_P372,N-Acetyl-DL-alanine,C5 H9 N O3,NA,131.05851,1.937,75.5,NA,DDA for preferred ion,168702.8096,-3.246127423946888
SCFM_control,SCFM_control,R3,n_P377,Succinic acid,C4 H6 O4,C00042,118.02682,2.001,95.1,80.4,DDA for preferred ion,84698.98962,0.39584042111429874
SCFM_control,SCFM_control,R3,n_P379,Maleic acid,C4 H4 O4,C01384,116.01115,2.004,88.8,78.4,DDA for preferred ion,567784.4891,3.1789611491589955
SCFM_control,SCFM_control,R3,n_P386,Guanosine monophosphate (GMP),C10 H14 N5 O8 P,C00144,363.05854,2.094,96,88,DDA for preferred ion,15599.23989,-5.046847619998713
SCFM_control,SCFM_control,R3,n_P396,(3R)-beta-Leucine,C6 H13 N O2,C02486,131.09485,2.146,NA,77.1,DDA for preferred ion,123176407.8,4.083918176354054
SCFM_control,SCFM_control,R3,n_P402,Citraconic acid,C5 H6 O4,C02226,130.02685,2.201,93.8,82.6,DDA for preferred ion,77657.81855,-2.185976289630812
SCFM_control,SCFM_control,R3,n_P403,cis-Aconitic acid,C6 H6 O6,C00417,174.01669,2.201,93.5,79.3,DDA for preferred ion,13000.91548,-4.412758525856715
SCFM_control,SCFM_control,R3,n_P405,N-(1H-benzo[d]imidazol-2-yl)guanidine,C8 H9 N5,NA,175.08486,2.202,71.2,NA,DDA for preferred ion,256161.6811,2.143260275728654
SCFM_control,SCFM_control,R3,n_P407,1_4-Lactone,C4 H6 O2,NA,86.03694,2.219,NA,78.4,DDA for preferred ion,15979.58359,-3.2250355110133686
SCFM_control,SCFM_control,R3,n_P412,Citramalic acid,C5 H8 O5,C00815,148.03741,2.251,92.6,NA,DDA for preferred ion,28072.29065,-4.374566884748791
SCFM_control,SCFM_control,R3,n_P414,9-Methyluric acid,C6 H6 N4 O3,NA,182.04426,2.272,51.4,63.3,DDA for preferred ion,7061.516334,-3.6629765231827047
SCFM_control,SCFM_control,R3,n_P416,N-Acetylalanine,C5 H9 N O3,NA,131.05845,2.29,96.6,81.5,DDA for preferred ion,82495.75961,-4.4068619972612915
SCFM_control,SCFM_control,R3,n_P429,Methylmalonic acid,C4 H6 O4,C02170,118.02686,2.339,94.6,86,DDA for preferred ion,96939.31531,-3.0309670140988274
SCFM_control,SCFM_control,R3,n_P433,2'-Deoxyadenosine 5'-monophosphate (dAMP),C10 H14 N5 O6 P,C00360,331.06853,2.345,73.6,84.1,DDA for preferred ion,9251.128515,-5.999580810951651
SCFM_control,SCFM_control,R3,n_P441,3-Amino-3-(4-hydroxyphenyl)propanoic acid,C9 H11 N O3,C04368,181.07414,2.37,65.9,93,DDA for preferred ion,184520384.7,5.117189795738071
SCFM_control,SCFM_control,R3,n_P452,Mevalonic acid,C6 H12 O4,C00418,148.07377,2.439,73.6,66.5,DDA for preferred ion,27278.09227,-2.3232570445917293
SCFM_control,SCFM_control,R3,n_P460,4-Aminobenzoic acid,C7 H7 N O2,C00568,137.04778,2.462,99.9,82.4,DDA for preferred ion,10699.81048,-1.3033854585920146
SCFM_control,SCFM_control,R3,n_P464,2-Ketoadipic acid,C6 H8 O5,C00322,160.03733,2.472,63.1,NA,DDA for preferred ion,37885.26001,-0.4727937490883036
SCFM_control,SCFM_control,R3,n_P472,Alpha-Hydroxyisobutyric acid,C4 H8 O3,NA,104.04754,2.514,83.4,77.8,DDA for preferred ion,6846040.989,2.2185470427640297
SCFM_control,SCFM_control,R3,n_P473,4-Acetamidobutanoic acid,C6 H11 N O3,C02946,145.07409,2.535,77,NA,DDA for preferred ion,67286.08841,-0.16354695694922583
SCFM_control,SCFM_control,R3,n_P476,2'-Deoxyguanosine 5'-monophosphate (dGMP),C10 H14 N5 O7 P,C00362,347.06335,2.548,96.6,87.4,DDA for preferred ion,27633.34203,-6.452871363802592
SCFM_control,SCFM_control,R3,n_P518,2-Hydroxynicotinic acid,C6 H5 N O3,NA,139.02722,3,93.7,NA,DDA for preferred ion,12444.9271,-1.11207087383052
SCFM_control,SCFM_control,R3,n_P524,4-Pyridoxic acid,C8 H9 N O4,C00847,183.05343,3.115,96.2,78.5,DDA for preferred ion,8449.993962,-3.652028186292025
SCFM_control,SCFM_control,R3,n_P528,4-Methoxysalicylic acid,C8 H8 O4,NA,168.04257,3.196,91.6,70.6,DDA for preferred ion,8395.483229,-4.311968560562098
SCFM_control,SCFM_control,R3,n_P533,Ethylmalonic acid,C5 H8 O4,NA,132.04244,3.199,95.5,89.9,DDA for preferred ion,92062.29687,-2.2776514757204858
SCFM_control,SCFM_control,R3,n_P538,3-Hydroxy-3-methylbutanoic acid,C5 H10 O3,NA,118.0632,3.364,89.6,78.6,DDA for preferred ion,197134.8512,-2.4804397742050703
SCFM_control,SCFM_control,R3,n_P549,2-Keto-4-methylthiobutyric acid,C5 H8 O3 S,C01180,148.0197,3.455,73.1,60.9,DDA for preferred ion,31011.10775,-5.156485934088348
SCFM_control,SCFM_control,R3,n_P577,N-Acetylvaline,C7 H13 N O3,NA,159.08979,3.957,79.7,69.1,DDA for preferred ion,46997.90226,-2.564444761941891
SCFM_control,SCFM_control,R3,n_P603,DL-Lactic Acid,C3 H6 O3,C01432,90.0319,4.225,61.4,83.2,DDA for preferred ion,10679090.17,0.7508571132822439
SCFM_control,SCFM_control,R3,n_P612,2-Hydroxyvaleric acid,C5 H10 O3,NA,118.06323,4.375,92.8,84.1,DDA for preferred ion,8324605.365,-0.2480613731127974
SCFM_control,SCFM_control,R3,n_P614,2-Hydroxy-4-methylthiobutanoic acid,C5 H10 O3 S,NA,150.0353,4.408,77.1,73.9,DDA for preferred ion,10453.17004,-8.749511112691511
SCFM_control,SCFM_control,R3,n_P616,[FAoxo_amino(6:0)]3-oxo-5S-amino-hexanoicacid,C6 H11 N O3,NA,145.07416,4.513,NA,76.4,DDA for preferred ion,119628.5016,-0.6850509250808763
SCFM_control,SCFM_control,R3,n_P617,2-Hydroxy-2-methylbutyric acid,C5 H10 O3,NA,118.06319,4.517,89.7,81.4,DDA for preferred ion,1142108.862,-1.199299214642906
SCFM_control,SCFM_control,R3,n_P626,D-(+)-Tryptophan,C11 H12 N2 O2,C00525,204.09033,4.881,98,91.7,DDA for preferred ion,9351648.267,4.529737585058513
SCFM_control,SCFM_control,R3,n_P630,2-(acetylamino)-4-(methylthio)butanoic acid,C7 H13 N O3 S,NA,191.06189,4.927,91.6,90.5,DDA for preferred ion,37892.78156,-8.428344359571968
SCFM_control,SCFM_control,R3,n_P640,N1-(4-butyl-2-methylphenyl)-2-(benzylamino)-2-thioxoacetamide,C20 H24 N2 O S,NA,340.16144,5.008,66.2,NA,DDA for preferred ion,4748.152246,-3.4786077556802386
SCFM_control,SCFM_control,R3,n_P643,DL-4-Hydroxyphenyllactic acid,C9 H10 O4,NA,182.05825,5.11,91.9,81.3,DDA for preferred ion,7591.812328,-7.8344605979677056
SCFM_control,SCFM_control,R3,n_P654,2-Aminophenol,C6 H7 N O,C01987,109.05299,5.544,NA,81.8,DDA for preferred ion,6171.369804,-3.3122965876355988
SCFM_control,SCFM_control,R3,n_P655,Paracetamol,C8 H9 N O2,C06804,151.06356,5.545,92.1,88.4,DDA for preferred ion,6181.828378,-4.640186660941495
SCFM_control,SCFM_control,R3,n_P656,3-Hydroxybenzoic acid,C7 H6 O3,C00587,138.03188,5.551,100,92.7,DDA for preferred ion,56301.01368,-3.753479932316111
SCFM_control,SCFM_control,R3,n_P661,2-Isopropylmalic acid,C7 H12 O5,C02504,176.06873,5.73,92.9,85.6,DDA for preferred ion,16312.90348,-5.647206717807418
SCFM_control,SCFM_control,R3,n_P672,Phenylpyruvic acid,C9 H8 O3,C00166,164.04769,6.197,92.1,69.2,DDA for preferred ion,23367.59834,-3.752552821048937
SCFM_control,SCFM_control,R3,n_P679,2-Hydroxycaproic acid,C6 H12 O3,NA,132.07884,6.683,90.8,85.6,DDA for preferred ion,962283.2603,-3.1893767213963287
SCFM_control,SCFM_control,R3,n_P682,3-Dehydrocarnitine,C7 H13 N O3,C02636,159.08986,6.702,NA,68.7,DDA for preferred ion,53124.67773,-1.1641003564147372
SCFM_control,SCFM_control,R3,n_P683,Xylenesulfonate,C8 H10 O3 S,NA,186.03541,6.712,93.5,96.4,DDA for preferred ion,217987.6381,1.0266959412093541
SCFM_control,SCFM_control,R3,n_P688,2-(Acetylamino)hexanoic acid,C8 H15 N O3,NA,173.10545,6.874,99.9,91.8,DDA for preferred ion,39843.74283,-6.775826225322309
SCFM_control,SCFM_control,R3,n_P701,2-Oxindole,C8 H7 N O,C12312,133.05298,7.287,NA,77.3,DDA for preferred ion,5983.612332,-3.5543776919419336
SCFM_control,SCFM_control,R3,n_P705,L-(-)-3-Phenyllactic acid,C9 H10 O3,C05607,166.06323,7.441,95.6,90.9,DDA for preferred ion,1126381.604,-2.912971693005421
SCFM_control,SCFM_control,R3,n_P716,N-Acetyl-L-phenylalanine,C11 H13 N O3,C03519,207.08994,7.696,90.7,88.9,DDA for preferred ion,23190.37541,-5.992803682779005
SCFM_control,SCFM_control,R3,n_P726,Indole-2-carboxylic acid,C9 H7 N O2,NA,161.04793,8.481,57.8,84.8,DDA for preferred ion,5601.661088,-5.514530326781443
SCFM_control,SCFM_control,R3,n_P733,Phenol,C6 H6 O,C00146,94.04198,8.783,NA,88.9,DDA for preferred ion,9276.168283,-3.7689653079663277
SCFM_control,SCFM_control,R3,n_P741,4-Hydroxycoumarin,C9 H6 O3,C20414,162.03196,9.473,96.5,82.4,DDA for preferred ion,5477.19428,-3.8101941796424477
SCFM_control,SCFM_control,R3,n_P743,Azelaic acid,C9 H16 O4,C08261,188.10518,9.608,89.7,85.6,DDA for preferred ion,3888301.475,0.05210807861318045
SCFM_control,SCFM_control,R3,n_P754,3-tert-Butyladipic acid,C10 H18 O4,NA,202.12076,10.065,89.3,86,DDA for preferred ion,2819062.239,0.0932120558546039
SCFM_control,SCFM_control,R3,n_P768,Monobutyl phthalate,C12 H14 O4,NA,222.08938,10.209,70.2,64.9,DDA for preferred ion,2761928.201,0.5343282308621191
SCFM_control,SCFM_control,R3,n_P777,Butylparaben,C11 H14 O3,D01420,194.09441,10.279,NA,63.4,DDA for preferred ion,2080885.596,-0.07475310440662142
SCFM_control,SCFM_control,R3,n_P798,3-Hydroxydecanoic acid,C10 H20 O3,NA,188.14146,10.371,70.4,NA,DDA for preferred ion,298096.099,-0.24029520763726708
SCFM_control,SCFM_control,R3,n_P842,Dodecyl sulfate,C12 H26 O4 S,NA,266.15553,10.812,88.8,92.9,DDA for preferred ion,81790266.6,1.73257735152945
SCFM_control,SCFM_control,R3,n_P849,4-(octyloxy)benzoic acid,C15 H22 O3,NA,250.15713,10.889,71.3,81.8,DDA for preferred ion,2124262.381,0.183693447260314
SCFM_control,SCFM_control,R3,n_P861,Hexadecanoicacid,C16 H32 O2,C00249,256.24039,11.747,NA,97,DDA for preferred ion,739950.6373,-0.06668546078137538
SCFM_control,SCFM_control,R3,n_P869,Perfluoroctanoic acid (PFOA),C8 H F15 O2,NA,413.97423,12.254,96.8,94.4,DDA for preferred ion,32214382.44,1.005080125445744
SCFM_control,SCFM_control,R3,n_P875,Octadecanoicacid,C18 H36 O2,C01530,284.27178,12.451,NA,92.1,DDA for preferred ion,2320669.652,-0.3518086073041644
SCFM_control,SCFM_control,R3,n_P882,4-Dodecylbenzenesulfonic acid,C18 H30 O3 S,NA,326.1919,12.95,77,90.1,DDA for preferred ion,149897668.1,3.263156280801603
SCFM_control,SCFM_control,R3,n_P885,Myristyl sulfate,C14 H30 O4 S,NA,294.18698,13.499,85.1,89.6,DDA for preferred ion,1323429.565,-1.7004290286595065
SCFM_control,SCFM_control,R3,n_P902,Methanesulfonic acid,C H4 O3 S,C11145,95.98835,14.585,88.5,81.4,DDA for preferred ion,3953872.742,-0.15817053764983768
SCFM_control,SCFM_control,R3,n_P96,L-Asparate,C4 H7 N O4,C00049,133.03769,0.872,94.1,77.3,DDA for preferred ion,25759708.07,4.706346156178505
SCFM_control,SCFM_control,R4,n_P116,Gluconic acid,C6 H12 O7,C00257,196.05855,0.902,91.9,90,DDA for preferred ion,45579.39757,-2.188866009208441
SCFM_control,SCFM_control,R4,n_P123,D-(+)-Galactose,C6 H12 O6,C00984,180.06381,0.929,95,83.5,DDA for preferred ion,23928093.59,4.635883522360004
SCFM_control,SCFM_control,R4,n_P128,D-Alanyl-D-alanine,C6 H12 N2 O3,C00993,160.085,0.959,87.3,74.8,DDA for preferred ion,28642.79626,-4.9531404661428535
SCFM_control,SCFM_control,R4,n_P143,Threonine,C4 H9 N O3,C12317,119.05841,0.992,72.3,80.6,DDA for preferred ion,16476032.79,4.218786485453755
SCFM_control,SCFM_control,R4,n_P188,Pyruvic acid,C3 H4 O3,C00022,88.01622,1.082,100,90.6,DDA for preferred ion,5696362.475,-1.761968931099812
SCFM_control,SCFM_control,R4,n_P202,3-Phosphoglyceric acid,C3 H7 O7 P,C00597,185.99329,1.103,88.9,NA,DDA for preferred ion,109947.7378,-1.857807999766802
SCFM_control,SCFM_control,R4,n_P209,N-Acetylornithine,C7 H14 N2 O3,C00437,174.10062,1.116,85.2,87,DDA for preferred ion,73648.36192,-2.230303033225006
SCFM_control,SCFM_control,R4,n_P210,Phosphoric acid,H3 O4 P,C00009,97.977,1.121,87.6,NA,DDA for preferred ion,27357501.55,0.7804262937565944
SCFM_control,SCFM_control,R4,n_P219,D-(+)-Malic acid,C4 H6 O5,C00497,134.02176,1.154,96.1,91.5,DDA for preferred ion,3596262.671,0.1279701153619861
SCFM_control,SCFM_control,R4,n_P229,Isocitric acid,C6 H8 O7,C00311,192.02727,1.19,97.9,92.6,DDA for preferred ion,36756.2283,-2.3356285356174595
SCFM_control,SCFM_control,R4,n_P240,Malonic acid,C3 H4 O4,C04025,104.01118,1.206,92.3,NA,DDA for preferred ion,195043.4083,-2.575939981745453
SCFM_control,SCFM_control,R4,n_P246,[FAamino(5:0)]2S-amino-pentanoicacid,C5 H11 N O2,NA,117.0792,1.22,NA,83,DDA for preferred ion,14772047.61,3.676171534920588
SCFM_control,SCFM_control,R4,n_P250,Glycolate,C2 H4 O3,C00160,76.01616,1.231,NA,88.3,DDA for preferred ion,4986872.701,0.6955005792436424
